cyear,year,country,ccode,abbrev,mideast,coldwar,opec_me,warsaw,civwar,us_s3un,cap,majpow,milper,def_eff,pop,rgdpc_k,rgdp,otherallies,polity2,us_indally,mid2,us_indexmilperpop1995,us_SH1995,us_indexreltradep1995,us_indexexchangerate1995,us_EH1995
1601961,1961,Argentina,160,ARG,0,1,0,0,0,0.6603773832321167,0.006831000093370676,0,127,0.008631279692053795,20995.869140625,7586.3798828125,159282.640625,20,-1,1,0,9.081637253984809e-4,0.5004540681838989,5.669937818311155e-4,0,4.252454382367432e-4
1601962,1962,Argentina,160,ARG,0,1,0,0,0,0.6363636255264282,0.006862000096589327,0,129,0.011127865873277187,21341.900390625,7457.43994140625,159155.9375,20,-1,1,1,9.093932458199561e-4,0.5004547238349915,0,0,0
1601963,1963,Argentina,160,ARG,0,1,0,0,0,0.53125,0.006843999959528446,0,155,0.008283008821308613,21665.359375,7004.18017578125,151748.078125,19,-1,1,1,0.0012101376196369529,0.500605046749115,0,0,0
1601964,1964,Argentina,160,ARG,0,1,0,0,0,NA,0.006889000069350004,0,155,0.008403024636209011,21976.19921875,7546.330078125,165839.65625,19,-1,1,1,0.0013479588087648153,0.5006739497184753,0,1,0.7500001788139343
1601965,1965,Argentina,160,ARG,0,1,0,0,0,0.4523809552192688,0.007031000219285488,0,155,0.009237663820385933,22283,8235.099609375,183502.71875,19,-1,1,1,0.0013599604135379195,0.5006799697875977,0,1,0.7500001788139343
1601966,1966,Argentina,160,ARG,0,1,0,0,0,0.5185185074806213,0.006926000118255615,0,160,0.010888171382248402,22592.990234375,8075.64013671875,182452.859375,19,-9,1,0,0.001250876230187714,0.5006254315376282,0,1,0.7500001788139343
1601967,1967,Argentina,160,ARG,0,1,0,0,0,0.4000000059604645,0.006606000009924173,0,160,0.006805346813052893,22912.029296875,8212.099609375,188155.859375,21,-9,1,1,0.0012929021613672376,0.5006464719772339,0.001967752818018198,1,0.7514760494232178
1601968,1968,Argentina,160,ARG,0,1,0,0,0,0.1538461595773697,0.006498999893665314,0,160,0.005655517335981131,23244.669921875,8488.6904296875,197316.8125,21,-9,1,1,0.0010253794025629759,0.5005127191543579,0.007114332634955645,1,0.7553359270095825
1601969,1969,Argentina,160,ARG,0,1,0,0,0,0.3181818127632141,0.006496999878436327,0,160,0.0070427702739834785,23594.05078125,9166.8896484375,216284.0625,22,-9,1,1,7.648624596185982e-4,0.5003824234008789,0.00430698087438941,1,0.7532304525375366
1601970,1970,Argentina,160,ARG,0,1,0,0,0,0.41791045665740967,0.006300999782979488,0,140,0.007745087146759033,23962,9264.919921875,222006.015625,22,-9,1,0,6.82068697642535e-4,0.5003410577774048,0.007916017435491085,1,0.7559371590614319
1601971,1971,Argentina,160,ARG,0,1,0,0,0,0.5396825671195984,0.006254999898374081,0,140,0.006569609045982361,24370.640625,9632.7001953125,234755.078125,22,-9,1,0,6.426889449357986e-4,0.5003213286399841,0.006383540108799934,0,0.004787656478583813
1601972,1972,Argentina,160,ARG,0,1,0,0,0,0.3486238420009613,0.006093000061810017,0,140,0.005546035245060921,24787.779296875,9602.26953125,238018.9375,22,-9,1,0,6.318734958767891e-4,0.5003159642219543,0.0019241983536630869,0,0.0014431491727009416
1601973,1973,Argentina,160,ARG,0,1,0,0,0,0,0.006105000153183937,0,160,0.0055597638711333275,25208.779296875,9735.41015625,245417.8125,22,6,1,1,6.34827883914113e-4,0.500317394733429,0.004239579197019339,0,0.0031796852126717567
1601974,1974,Argentina,160,ARG,0,1,0,0,0,0.02631578966975212,0.006066000089049339,0,150,0.007468770258128643,25630.0390625,10143.330078125,259973.953125,22,6,1,0,5.313989240676165e-4,0.5002657175064087,0.00360577623359859,0,0.0027043328154832125
1601975,1975,Argentina,160,ARG,0,1,0,0,0,0.0714285746216774,0.006000999826937914,0,160,0.005952541250735521,26049,9925.26953125,258543.34375,23,6,1,0,5.620660376735032e-4,0.500281035900116,0.0019076046301051974,0,0.001430703792721033
1601976,1976,Argentina,160,ARG,0,1,0,0,0,0.033707864582538605,0.005979000125080347,0,155,0.005165507085621357,26462.55078125,9623.1103515625,254652.046875,23,-9,1,1,4.6321298577822745e-4,0.5002316236495972,0.003238467499613762,0,0.0024288513232022524
1601977,1977,Argentina,160,ARG,0,1,0,0,0,0.2142857164144516,0.006264000199735165,0,155,0.008267708122730255,26866.9609375,10118.2197265625,271845.8125,24,-9,1,1,4.815872816834599e-4,0.5002408027648926,0.004043914377689362,0,0.003032936481758952
1601978,1978,Argentina,160,ARG,0,1,0,0,0,0.26851850748062134,0.006300000008195639,0,155,0.011822571977972984,27267.759765625,9580.900390625,261249.6875,24,-9,1,1,3.2466379343532026e-4,0.5001623034477234,0.0017847055569291115,0,0.001338529516942799
1601979,1979,Argentina,160,ARG,0,1,0,0,0,-0.08843537420034409,0.006661999970674515,0,155,0.017679741606116295,27674.779296875,10381.580078125,287307.9375,26,-9,1,1,3.814059600699693e-4,0.5001906752586365,0.007041514851152897,0.3333333432674408,0.2552812099456787
1601980,1980,Argentina,160,ARG,0,1,0,0,0,-0.11650485545396805,0.006628999952226877,0,155,0.017827484756708145,28094,10626.8798828125,298551.5625,26,-9,1,1,3.272352914791554e-4,0.5001636147499084,0.0021970942616462708,0.3333333432674408,0.2516478896141052
1601981,1981,Argentina,160,ARG,0,1,0,0,0,-0.23134328424930573,0.006616000086069107,0,155,0.020059777423739433,28522.650390625,9940.919921875,283541.375,28,-8,1,1,3.2231747172772884e-4,0.5001611709594727,0,0,0
1601982,1982,Argentina,160,ARG,0,1,0,0,0,-0.39375001192092896,0.0069160000421106815,0,175,0.023801401257514954,28959.029296875,8954.490234375,259313.34375,29,-8,1,1,2.469137543812394e-4,0.5001234412193298,0,0,0
1601983,1983,Argentina,160,ARG,0,1,0,0,0,-0.3288590610027313,0.0064570000395178795,0,175,0.012389161624014378,29402.470703125,9129.26953125,268423.09375,29,8,1,1,2.4318983196280897e-4,0.5001215934753418,0,0,0
1601984,1984,Argentina,160,ARG,0,1,0,0,0,-0.5231788158416748,0.006225000135600567,0,174,0.011443576775491238,29851.73046875,9276.16015625,276909.4375,30,8,1,1,2.1671752620022744e-4,0.5001083612442017,0.0011217352002859116,0,8.413016330450773e-4
1601985,1985,Argentina,160,ARG,0,1,0,0,0,-0.3935483992099762,0.005884999874979258,0,129,0.009613807313144207,30305,8650.009765625,262138.546875,30,8,1,0,2.5841844035312533e-4,0.500129222869873,0,1,0.7500001788139343
1601986,1986,Argentina,160,ARG,0,1,0,0,0,-0.41290321946144104,0.005563999991863966,0,104,0.00546558853238821,30759.869140625,9082.76953125,279384.8125,30,8,1,1,2.656664582900703e-4,0.5001328587532043,0.008224260061979294,0,0.006168196443468332
1601987,1987,Argentina,160,ARG,0,1,0,0,0,-0.40140846371650696,0.00571299996227026,0,118,0.005500258412212133,31213.359375,9227.08984375,288008.46875,30,8,1,1,2.508980396669358e-4,0.5001254677772522,0.00525777880102396,0,0.003943335264921188
1601988,1988,Argentina,160,ARG,0,1,0,0,0,-0.4748201370239258,0.005570999812334776,0,95,0.005665245931595564,31661.900390625,8568.41015625,271292.15625,30,8,1,0,2.688518143258989e-4,0.5001344084739685,0.005170222371816635,0,0.003877667710185051
1601989,1989,Argentina,160,ARG,0,1,0,0,0,-0.504273533821106,0.005638999864459038,0,95,0.0037785773165524006,32101.359375,7680.0400390625,246539.71875,31,7,1,0,2.3335075820796192e-4,0.5001166462898254,0.004515096079558134,0,0.0033863228745758533
1601990,1990,Argentina,160,ARG,0,1,0,0,0,-0.4651162922382355,0.005375000182539225,0,85,0.0038304654881358147,32527,7218.68994140625,234802.328125,31,7,1,1,2.617013524286449e-4,0.500130832195282,0.0160592719912529,0,0.012044456787407398
1601991,1991,Argentina,160,ARG,0,1,0,0,0,-0.054054055362939835,0.005739999935030937,0,70,0.011664730496704578,32959.96875,7927.7998046875,261300.03125,33,7,1,1,2.6859412901103497e-4,0.500134289264679,0.013828421011567116,1,0.7603715062141418
1601992,1992,Argentina,160,ARG,0,0,0,0,0,-0.013333333656191826,0.005754999816417694,0,65,0.00954002421349287,33400.41015625,8840.419921875,295273.65625,33,7,1,0,2.650522510521114e-4,0.5001325011253357,0.02880915440618992,1,0.7716071009635925
1601993,1993,Argentina,160,ARG,0,0,0,0,0,0.04615384712815285,0.0058200000785291195,0,65,0.00831046886742115,33848.4609375,10195.66015625,345107.40625,33,7,1,1,2.313656295882538e-4,0.500115692615509,0.02673974819481373,1,0.7700549960136414
1601994,1994,Argentina,160,ARG,0,0,0,0,0,0.1764705926179886,0.00609700009226799,0,69,0.010689766146242619,34304.26953125,10634.91015625,364822.8125,33,7,1,1,2.481428673490882e-4,0.5001240968704224,0.03267555311322212,1,0.7745068073272705
1601995,1995,Argentina,160,ARG,0,0,0,0,0,0.17721518874168396,0.006060999818146229,0,65,0.011129966005682945,34768,10266.16015625,356933.84375,33,7,1,0,2.546265022829175e-4,0.5001273155212402,0.01649734564125538,1,0.7623732089996338
1601996,1996,Argentina,160,ARG,0,0,0,0,0,0.10526315867900848,0.006287999916821718,0,65,0.012355949729681015,35220,10671.5302734375,375851.28125,33,7,1,0,2.4169107200577855e-4,0.5001208186149597,0.01980322226881981,1,0.7648525834083557
1601997,1997,Argentina,160,ARG,0,0,0,0,0,-0.02857142873108387,0.006304999813437462,0,65,0.012072649784386158,35672,11354.4697265625,405036.65625,33,7,1,0,2.577189006842673e-4,0.5001288652420044,0.018174368888139725,1,0.7636309862136841
1601998,1998,Argentina,160,ARG,0,0,0,0,0,-0.12903225421905518,0.006496999878436327,0,73,0.012459122575819492,36125,11638.990234375,420458.53125,33,7,1,0,2.5448715314269066e-4,0.5001272559165955,0.018042873591184616,1,0.7635324001312256
1601999,1999,Argentina,160,ARG,0,0,0,0,0,-0.10294117778539658,0.0063760001212358475,0,73,0.01281884964555502,36580,11181.400390625,409015.625,33,8,1,0,2.2339707356877625e-4,0.5001116991043091,0.01887749508023262,1,0.764158308506012
1602000,2000,Argentina,160,ARG,0,0,0,0,0,-0.13432836532592773,0.006279999855905771,0,71,0.010995708405971527,37032,11006.4599609375,407591.21875,33,8,1,1,2.3905957641545683e-4,0.5001195073127747,0.020982926711440086,1,0.7657374143600464
1651950,1950,Uruguay,165,URU,0,1,0,0,0,0.46000000834465027,7.779999868944287e-4,0,6,0.00821840949356556,2188.280029296875,5277.93017578125,11549.5888671875,20,0,1,0,4.667972680181265e-4,0.5002334117889404,0.07981366664171219,0,0.059860266745090485
1651951,1951,Uruguay,165,URU,0,1,0,0,0,1,8.520000264979899e-4,0,6,NA,2218.25,6076.580078125,13479.3740234375,20,0,1,0,0.0015349684981629252,0.5007674694061279,0.13512612879276276,0,0.10134462267160416
1651952,1952,Uruguay,165,URU,0,1,0,0,0,0.48571428656578064,7.089999853633344e-4,0,6,0.009943049401044846,2258.219970703125,5667.14990234375,12797.6708984375,20,8,1,0,0.0015077998396009207,0.5007538795471191,0.018844526261091232,0,0.014133398421108723
1651953,1953,Uruguay,165,URU,0,1,0,0,0,0.19230769574642181,6.99999975040555e-4,0,6,0.009577733464539051,2288.199951171875,5873.56982421875,13439.90234375,20,8,1,0,0.002529675839468837,0.5012648105621338,0,0,0
1651954,1954,Uruguay,165,URU,0,1,0,0,0,0.29032257199287415,7.719999994151294e-4,0,6,NA,2318.169921875,6391.58984375,14816.791015625,20,8,1,0,0.0032313752453774214,0.5016157031059265,0,0,0
1651955,1955,Uruguay,165,URU,0,1,0,0,0,0.3243243098258972,7.360000163316727e-4,0,6,NA,2348.14990234375,6378.4599609375,14977.580078125,20,8,1,0,0.30552634596824646,0.6527631878852844,0,0,0
1651956,1956,Uruguay,165,URU,0,1,0,0,0,0.9387755393981934,7.280000136233866e-4,0,6,NA,2388.1201171875,6247.5400390625,14919.8759765625,20,8,1,0,0.004562509246170521,0.5022812485694885,2.51767341978848e-4,0,1.8882555013988167e-4
1651957,1957,Uruguay,165,URU,0,1,0,0,0,0.6346153616905212,6.619999767281115e-4,0,7,0.009826526045799255,2418.090087890625,6435.509765625,15561.642578125,20,8,1,0,0.0046467725187540054,0.5023233890533447,0.0062411813996732235,0,0.004680887330323458
1651958,1958,Uruguay,165,URU,0,1,0,0,0,0.8709677457809448,6.510000093840063e-4,0,7,0.010669879615306854,2458.06005859375,5866.10009765625,14419.2265625,20,8,1,0,0.004848255310207605,0.5024241209030151,0,0,0
1651959,1959,Uruguay,165,URU,0,1,0,0,0,0.75,6.419999990612268e-4,0,7,0.010921933688223362,2488.0400390625,5694.7001953125,14168.642578125,20,8,1,0,0.005200393497943878,0.5026001930236816,0.0015115536516532302,0,0.0011336655588820577
1651960,1960,Uruguay,165,URU,0,1,0,0,0,0.6666666865348816,5.910000181756914e-4,0,7,0.0031792414374649525,2538,5874.27001953125,14908.8974609375,20,8,1,0,0.00496386643499136,0.5024819374084473,0.0011060313554480672,0,8.295237203128636e-4
1651961,1961,Uruguay,165,URU,0,1,0,0,0,0.6132075190544128,7.07999977748841e-4,0,20,0.004765228368341923,2570,5873.2998046875,15094.380859375,20,8,1,0,0.004769571125507355,0.5023847818374634,0,0,0
1651962,1962,Uruguay,165,URU,0,1,0,0,0,0.5757575631141663,7.029999978840351e-4,0,20,0.005602492485195398,2603,5812.16015625,15129.052734375,20,8,1,0,0.0054939547553658485,0.5027469992637634,0,0,0
1651963,1963,Uruguay,165,URU,0,1,0,0,0,0.5,6.549999816343188e-4,0,13,0.009347212500870228,2635,5610.490234375,14783.6416015625,19,8,1,0,0.00529801519587636,0.5026490092277527,0,0,0
1651964,1964,Uruguay,165,URU,0,1,0,0,0,NA,6.399999838322401e-4,0,13,0.008287898264825344,2665,5704.77001953125,15203.2119140625,19,8,1,0,0.00511060981079936,0.5025553107261658,0,0,0
1651965,1965,Uruguay,165,URU,0,1,0,0,0,0.4761904776096344,6.500000017695129e-4,0,13,0.012541945092380047,2693,5553.5498046875,14955.7099609375,19,8,1,0,0.0045517259277403355,0.5022758841514587,0,0,0
1651966,1966,Uruguay,165,URU,0,1,0,0,0,0.5740740895271301,6.070000235922635e-4,0,14,0.006029806565493345,2721,5742.3798828125,15625.015625,19,8,1,0,0.004630022682249546,0.5023149847984314,0,0,0
1651967,1967,Uruguay,165,URU,0,1,0,0,0,0.4727272689342499,6.089999806135893e-4,0,14,0.010681463405489922,2747,5554.83984375,15259.1455078125,21,8,1,0,0.0048341029323637486,0.5024170279502869,0,0,0
1651968,1968,Uruguay,165,URU,0,1,0,0,0,0.5192307829856873,6.319999811239541e-4,0,15,0.006571577861905098,2771,5563.81982421875,15417.3447265625,21,8,1,0,0.004546478856354952,0.5022732615470886,0,1,0.7500001788139343
1651969,1969,Uruguay,165,URU,0,1,0,0,0,0.6136363744735718,6.489999941550195e-4,0,17,0.007804190739989281,2792,5905.8798828125,16489.216796875,22,8,1,1,0.004268375225365162,0.5021342039108276,0,1,0.7500001788139343
1651970,1970,Uruguay,165,URU,0,1,0,0,0,0.41791045665740967,6.510000093840063e-4,0,18,0.009152323007583618,2808,6131.009765625,17215.875,22,8,1,0,0.003152725752443075,0.5015763640403748,0.0010836359579116106,1,0.7508128881454468
1651971,1971,Uruguay,165,URU,0,1,0,0,0,0.5158730149269104,6.649999995715916e-4,0,19,0.013600709848105907,2818,6122.7998046875,17254.05078125,22,3,1,0,0.0033831947948783636,0.5016915798187256,0,0,0
1651972,1972,Uruguay,165,URU,0,1,0,0,0,0.3761467933654785,6.280000088736415e-4,0,20,0.009727147407829762,2820,5944.81005859375,16764.365234375,22,-3,1,0,0.0028978243935853243,0.501448929309845,0,0,0
1651973,1973,Uruguay,165,URU,0,1,0,0,0,0.3723404109477997,6.189999985508621e-4,0,20,0.011269987560808659,2821,6085.56982421875,17167.392578125,22,-8,1,1,0.002896797377616167,0.501448392868042,0,0,0
1651974,1974,Uruguay,165,URU,0,1,0,0,0,0.46052631735801697,6.45000021904707e-4,0,25,0.016457177698612213,2822,6194.10009765625,17479.75,22,-8,1,0,0.003257742151618004,0.5016288757324219,0,0,0
1651975,1975,Uruguay,165,URU,0,1,0,0,0,0.2857142984867096,6.290000164881349e-4,0,25,0.01296781376004219,2829,6500.75,18390.62109375,23,-8,1,0,0.0030089642386883497,0.5015044808387756,0.0018717923667281866,0,0.0014038446824997663
1651976,1976,Uruguay,165,URU,0,1,0,0,0,0.26966291666030884,6.249999860301614e-4,0,28,0.009325148537755013,2845,6685.1298828125,19019.1953125,23,-8,1,0,0.0027526787016540766,0.5013763308525085,0.008028192445635796,0,0.006021145731210709
1651977,1977,Uruguay,165,URU,0,1,0,0,0,0.40816327929496765,6.220000213943422e-4,0,28,0.010606028139591217,2862,6743.56982421875,19300.09765625,24,-8,1,0,0.001903532538563013,0.5009517669677734,0.014919978566467762,0,0.011189986951649189
1651978,1978,Uruguay,165,URU,0,1,0,0,0,0.3611111044883728,6.189999985508621e-4,0,28,0.013787377625703812,2879,7108.8798828125,20466.46484375,24,-7,1,0,0.0017740243347361684,0.5008870363235474,0.01394464448094368,0,0.010458486154675484
1651979,1979,Uruguay,165,URU,0,1,0,0,0,0.16326530277729034,0.00060400000074878335,0,28,0.011155704967677593,2896,7653.22998046875,22163.75390625,26,-7,1,0,0.0015284622786566615,0.5007642507553101,0.009149338118731976,0.3333333432674408,0.256862074136734
1651980,1980,Uruguay,165,URU,0,1,0,0,0,-0.0776699036359787,6.280000088736415e-4,0,28,0.020285138860344887,2914,8027.169921875,23391.173828125,26,-7,1,0,0.001635868800804019,0.5008179545402527,0.007891172543168068,0.3333333432674408,0.2559184432029724
1651981,1981,Uruguay,165,URU,0,1,0,0,0,-0.08955223858356476,6.360000115819275e-4,0,28,0.025317547842860222,2932,8111.81005859375,23783.826171875,28,-7,1,0,0.0013935649767518044,0.5006967782974243,0.002605432877317071,0.3333333432674408,0.2519541382789612
1651982,1982,Uruguay,165,URU,0,1,0,0,0,-0.25,6.360000115819275e-4,0,29,0.028146017342805862,2951,7292.240234375,21519.400390625,29,-7,1,0,0.0016153579344972968,0.5008077025413513,0.00118544592987746,0.3333333432674408,0.2508891522884369
1651983,1983,Uruguay,165,URU,0,1,0,0,0,-0.30201342701911926,5.740000051446259e-4,0,30,0.014120602048933506,2970,6364.27978515625,18901.91015625,29,-7,1,0,0.0016050240956246853,0.5008025169372559,0,0,0
1651984,1984,Uruguay,165,URU,0,1,0,0,0,-0.3708609342575073,5.520000122487545e-4,0,30,0.01131804846227169,2989,6180.33984375,18473.03515625,30,-7,1,0,0.0013669898035004735,0.5006834864616394,0,0,0
1651985,1985,Uruguay,165,URU,0,1,0,0,0,-0.35483869910240173,5.460000247694552e-4,0,30,0.009811898693442345,3009,6197.97998046875,18649.72265625,30,9,1,0,0.0018105384660884738,0.5009052753448486,0,0,0
1651986,1986,Uruguay,165,URU,0,1,0,0,0,-0.29032257199287415,5.370000144466758e-4,0,30,0.009553233161568642,3025,6797.97998046875,20563.888671875,30,9,1,0,0.0016884019132703543,0.5008441805839539,0,0,0
1651987,1987,Uruguay,165,URU,0,1,0,0,0,-0.3309859037399292,5.210000090301037e-4,0,28,0.007784276269376278,3042,7419.1201171875,22568.962890625,30,9,1,0,0.0016789664514362812,0.5008394718170166,0.002467552898451686,0,0.0018506650812923908
1651988,1988,Uruguay,165,URU,0,1,0,0,0,-0.42446044087409973,5.22000016644597e-4,0,29,0.008820706978440285,3060,7317.6201171875,22391.91796875,30,9,1,0,0.0017803627997636795,0.5008901953697205,0,0,0
1651989,1989,Uruguay,165,URU,0,1,0,0,0,-0.4615384638309479,5.310000269673765e-4,0,27,0.01146968174725771,3077,7326.22021484375,22542.779296875,31,10,1,0,0.00188118452206254,0.5009406208992004,0,0,0
1651990,1990,Uruguay,165,URU,0,1,0,0,0,-0.40697672963142395,4.970000009052455e-4,0,25,0.009136239066720009,3106,7262.77001953125,22558.1640625,31,10,1,0,0.0017539956606924534,0.5008770227432251,0,0,0
1651991,1991,Uruguay,165,URU,0,1,0,0,0,-0.1621621549129486,5.339999916031957e-4,0,25,0.011418800801038742,3126.320068359375,7542.2099609375,23579.36328125,33,10,1,0,0.0014158586272969842,0.5007079243659973,0,0.3333333432674408,0.2500000596046448
1651992,1992,Uruguay,165,URU,0,0,0,0,0,-0.14666666090488434,5.34999999217689e-4,0,25,0.00917530432343483,3148.280029296875,8178.08984375,25746.916015625,33,10,1,0,0.001405982649885118,0.500702977180481,0.005939417518675327,0,0.004454564303159714
1651993,1993,Uruguay,165,URU,0,0,0,0,0,-0.13846154510974884,5.200000014156103e-4,0,25,0.008866633288562298,3171.280029296875,8477.490234375,26884.49609375,33,10,1,0,0.0012884174939244986,0.5006442070007324,0.005196637008339167,0,0.0038974788039922714
1651994,1994,Uruguay,165,URU,0,0,0,0,0,-0.05882352963089943,5.249999812804163e-4,0,25,0.012377792038023472,3194.719970703125,8982.2998046875,28695.931640625,33,10,1,0,0.0013855445431545377,0.5006927847862244,0,0,0
1651995,1995,Uruguay,165,URU,0,0,0,0,0,-0.2531645596027374,5.460000247694552e-4,0,25,0.011917727068066597,3218,8792.76953125,28295.1328125,33,10,1,0,0.0014813303714618087,0.500740647315979,0,0,0
1651996,1996,Uruguay,165,URU,0,0,0,0,0,-0.02631578966975212,5.360000068321824e-4,0,25,0.009502210654318333,3241.52001953125,9285.23046875,30098.259765625,33,10,1,0,9.453741949982941e-4,0.5004726648330688,0.008443997241556644,0.3333333432674408,0.2563330829143524
1651997,1997,Uruguay,165,URU,0,0,0,0,0,-0.10000000149011612,5.460000247694552e-4,0,25,0.009485813789069653,3265,9715.2998046875,31720.453125,33,10,1,0,9.38575656618923e-4,0.5004692673683167,0,0.3333333432674408,0.2500000596046448
1651998,1998,Uruguay,165,URU,0,0,0,0,0,-0.24193547666072845,5.590000073425472e-4,0,25,0.009231950156390667,3289,10150.5,33384.99609375,33,10,1,0,9.317268268205225e-4,0.5004658699035645,0,0.3333333432674408,0.2500000596046448
1651999,1999,Uruguay,165,URU,0,0,0,0,0,-0.23529411852359772,5.450000171549618e-4,0,24,0.009218808263540268,3313,9831,32570.103515625,33,10,1,0,0.0011305277002975345,0.5005652904510498,0,0.3333333432674408,0.2500000596046448
1652000,2000,Uruguay,165,URU,0,0,0,0,0,-0.2238806039094925,5.510000046342611e-4,0,24,0.011014089919626713,3337,9621.6396484375,32107.412109375,33,10,1,0,0.0012244329554960132,0.500612199306488,0,0.3333333432674408,0.2500000596046448
2001950,1950,United Kingdom,200,UKG,0,1,0,0,0,0.5199999809265137,0.06134900078177452,1,689,0.03487351909279823,50473.98046875,7524.6201171875,379797.53125,15,10,0.20000000298023224,1,0.05010208860039711,0.12505105137825012,NA,0.3333333432674408,NA
2001951,1951,United Kingdom,200,UKG,0,1,0,0,0,0.7142857313156128,0.05853499844670296,1,826,0.043298330157995224,50573.9296875,7772.83984375,393103.0625,17,10,0.20000000298023224,1,0.19917069375514984,0.19958534836769104,NA,1,NA
2001952,1952,United Kingdom,200,UKG,0,1,0,0,0,0.7285714149475098,0.05750900134444237,1,872,0.05697189271450043,50673.87890625,7577.8798828125,384000.5625,16,10,0.25,1,0.19877786934375763,0.22438892722129822,NA,1,NA
2001953,1953,United Kingdom,200,UKG,0,1,0,0,0,0.3461538553237915,0.056033000349998474,1,865,0.05604105070233345,50773.8203125,7963.669921875,404345.9375,17,10,0.20000000298023224,1,0.346966952085495,0.2734834849834442,NA,1,NA
2001954,1954,United Kingdom,200,UKG,0,1,0,0,0,0.3870967626571655,0.05651500076055527,1,839,0.05133870616555214,50873.76953125,8297.6904296875,422134.78125,17,10,0.20000000298023224,1,0.35971131920814514,0.2798556685447693,NA,1,NA
2001955,1955,United Kingdom,200,UKG,0,1,0,0,0,0.5945945978164673,0.050592999905347824,1,809,0.048026155680418015,51073.671875,8679.8203125,443310.28125,18,10,0.20000000298023224,1,0.37260353565216064,0.28630176186561584,NA,1,NA
2001956,1956,United Kingdom,200,UKG,0,1,0,0,0,0.7142857313156128,0.04924499988555908,1,761,0.04713742434978485,51273.5703125,8796.4296875,451024.34375,16,10,0.3333333432674408,1,0.3453914523124695,0.33936238288879395,NA,1,NA
2001957,1957,United Kingdom,200,UKG,0,1,0,0,0,0.75,0.04735799878835678,1,702,0.04317213222384453,51573.41015625,8927.5595703125,460424.6875,16,10,0.3333333432674408,1,0.48377111554145813,0.40855222940444946,NA,1,NA
2001958,1958,United Kingdom,200,UKG,0,1,0,0,0,0.5806451439857483,0.045253001153469086,1,614,0.04205453395843506,51873.26171875,8957.8095703125,464670.8125,16,10,0.3333333432674408,1,0.25306060910224915,0.29319697618484497,NA,1,NA
2001959,1959,United Kingdom,200,UKG,0,1,0,0,0,0.8392857313156128,0.042089998722076416,1,565,0.0397636704146862,52073.1484375,9256.6298828125,482021.875,16,10,0.3333333432674408,1,0.24036522209644318,0.2868492901325226,NA,1,NA
2001960,1960,United Kingdom,200,UKG,0,1,0,0,0,0.8518518805503845,0.042396001517772675,1,519,0.03908376023173332,52373,9674.1298828125,506663.21875,16,10,0.3333333432674408,1,0.2394961714744568,0.2864147424697876,NA,1,NA
2001961,1961,United Kingdom,200,UKG,0,1,0,0,0,0.8301886916160583,0.040153998881578445,1,475,0.03903171047568321,52807,9785.599609375,516748.15625,16,10,0.3333333432674408,1,0.24501383304595947,0.28917360305786133,NA,1,NA
2001962,1962,United Kingdom,200,UKG,0,1,0,0,0,0.939393937587738,0.037751998752355576,1,475,0.040568139404058456,53292,9814.580078125,523038.59375,16,10,0.3333333432674408,1,0.21044178307056427,0.27188757061958313,NA,1,NA
2001963,1963,United Kingdom,200,UKG,0,1,0,0,0,0.8125,0.03719500079751015,1,450,0.03991756588220596,53625,10142.2001953125,543875.5,16,10,0.3333333432674408,1,0.19496279954910278,0.2641480565071106,NA,1,NA
2001964,1964,United Kingdom,200,UKG,0,1,0,0,0,NA,0.0369499996304512,1,435,0.03984812647104263,53991,10672.5400390625,576221.125,16,10,0.3333333432674408,1,0.16661149263381958,0.2499724179506302,NA,1,NA
2001965,1965,United Kingdom,200,UKG,0,1,0,0,0,0.8571428656578064,0.037151999771595,1,425,0.03971495106816292,54350,10883.169921875,591500.3125,16,10,0.3333333432674408,1,0.14028243720531464,0.23680788278579712,NA,1,NA
2001966,1966,United Kingdom,200,UKG,0,1,0,0,0,0.7777777910232544,0.03544100001454353,1,425,0.039104409515857697,54643,11000.8701171875,601120.5625,16,10,0.3333333432674408,1,0.14582379162311554,0.23957857489585876,NA,1,NA
2001967,1967,United Kingdom,200,UKG,0,1,0,0,0,0.8909090757369995,0.0327799990773201,1,425,0.03925395756959915,54959,11151.669921875,612884.625,16,10,0.3333333432674408,1,0.16291490197181702,0.2481241226196289,NA,1,NA
2001968,1968,United Kingdom,200,UKG,0,1,0,0,0,0.807692289352417,0.03139699995517731,1,410,0.03211177885532379,55214,11594.1396484375,640158.8125,17,10,0.25,1,0.16097848117351532,0.20548924803733826,NA,1,NA
2001969,1969,United Kingdom,200,UKG,0,1,0,0,0,0.75,0.030246999114751816,1,390,0.02922149747610092,55461,11827.919921875,655988.25,17,10,0.25,1,0.1493948996067047,0.19969744980335236,NA,1,NA
2001970,1970,United Kingdom,200,UKG,0,1,0,0,0,0.8059701323509216,0.029371000826358795,1,390,0.028967780992388725,55632,12084.7001953125,672296.0625,16,10,0.3333333432674408,1,0.13866552710533142,0.2359994351863861,NA,1,NA
2001971,1971,United Kingdom,200,UKG,0,1,0,0,0,0.6269841194152832,0.02838199958205223,1,370,0.031823091208934784,55928,12231.099609375,684060.9375,16,10,0.3333333432674408,0,0.13480237126350403,0.2340678572654724,NA,1,NA
